light	time_min	strain	activity	error_level	rep
acclimation	7	disease	1694.3765934764415	moderate	2
acclimation	8	WT	3953.3642462520747	moderate	2
acclimation	8	disease	1453.3642462520747	moderate	2
acclimation	9	WT	4458.270630857879	moderate	2
acclimation	9	disease	1958.2706308578793	moderate	2
acclimation	10	WT	3215.370501919322	moderate	2
acclimation	10	disease	715.3705019193224	moderate	2
acclimation	11	WT	4864.811583441853	moderate	2
acclimation	11	disease	2364.811583441853	moderate	2
acclimation	12	WT	5617.074825706258	moderate	2
acclimation	12	disease	3117.074825706258	moderate	2
acclimation	13	WT	2939.736774696702	moderate	2
acclimation	13	disease	439.7367746967021	moderate	2
acclimation	14	WT	4105.264531756004	moderate	2
acclimation	14	disease	1605.2645317560039	moderate	2
acclimation	15	WT	4507.05972569527	moderate	2
acclimation	15	disease	2007.0597256952701	moderate	2
acclimation	16	WT	4400.420318737458	moderate	2
acclimation	16	disease	1900.4203187374576	moderate	2
acclimation	17	WT	3435.0050777515244	moderate	2
acclimation	17	disease	935.0050777515245	moderate	2
acclimation	18	WT	4478.534861069766	moderate	2
acclimation	18	disease	1978.5348610697652	moderate	2
acclimation	19	WT	3977.1095428926324	moderate	2
acclimation	19	disease	1477.1095428926324	moderate	2
dark	20	WT	6792.05369842829	moderate	2
dark	20	disease	4292.05369842829	moderate	2
dark	21	WT	6226.493235676153	moderate	2
dark	21	disease	3726.4932356761524	moderate	2
dark	22	WT	5052.368628244332	moderate	2
dark	22	disease	2552.368628244332	moderate	2
dark	23	WT	4119.2021169112695	moderate	2
dark	23	disease	1619.2021169112693	moderate	2
dark	24	WT	5521.482699100077	moderate	2
dark	24	disease	3021.482699100077	moderate	2
dark	25	WT	5106.762311229803	moderate	2
dark	25	disease	2606.762311229803	moderate	2
dark	26	WT	5078.984343463558	moderate	2
dark	26	disease	2578.9843434635573	moderate	2
dark	27	WT	5271.5609720554885	moderate	2
dark	27	disease	2771.5609720554885	moderate	2
dark	28	WT	3665.2736525290093	moderate	2
dark	28	disease	1165.273652529009	moderate	2
dark	29	WT	1378.4286660640203	moderate	2
dark	29	disease	-1121.5713339359797	moderate	2
light	30	WT	0	moderate	2
light	30	disease	0	moderate	2
light	31	WT	0	moderate	2
light	31	disease	0	moderate	2
light	32	WT	0	moderate	2
light	32	disease	0	moderate	2
light	33	WT	0	moderate	2
light	33	disease	0	moderate	2
light	34	WT	0	moderate	2
light	34	disease	0	moderate	2
light	35	WT	0	moderate	2
light	35	disease	0	moderate	2
light	36	WT	0	moderate	2
light	36	disease	0	moderate	2
light	37	WT	0	moderate	2
light	37	disease	0	moderate	2
light	38	WT	0	moderate	2
light	38	disease	0	moderate	2
light	39	WT	0	moderate	2
light	39	disease	0	moderate	2
dark	40	WT	6541.864337532234	moderate	2
dark	40	disease	4041.8643375322335	moderate	2
dark	41	WT	5648.625716602832	moderate	2
dark	41	disease	3148.6257166028317	moderate	2
dark	42	WT	5562.416073383137	moderate	2
dark	42	disease	3062.416073383137	moderate	2
dark	43	WT	5382.521080726615	moderate	2
dark	43	disease	2882.521080726615	moderate	2
dark	44	WT	5509.423498670013	moderate	2
dark	44	disease	3009.423498670013	moderate	2
dark	45	WT	5219.162723006919	moderate	2
dark	45	disease	2719.1627230069184	moderate	2
dark	46	WT	4404.5432431070085	moderate	2
dark	46	disease	1904.5432431070087	moderate	2
dark	47	WT	3495.039856951874	moderate	2
dark	47	disease	995.0398569518738	moderate	2
dark	48	WT	2734.8879206288557	moderate	2
dark	48	disease	234.8879206288559	moderate	2
dark	49	WT	1826.7896700114384	moderate	2
dark	49	disease	-673.2103299885616	moderate	2
light	50	WT	0	moderate	2
light	50	disease	0	moderate	2
light	51	WT	0	moderate	2
light	51	disease	0	moderate	2
light	52	WT	0	moderate	2
light	52	disease	0	moderate	2
light	53	WT	0	moderate	2
light	53	disease	0	moderate	2
light	54	WT	0	moderate	2
light	54	disease	0	moderate	2
light	55	WT	0	moderate	2
light	55	disease	0	moderate	2
light	56	WT	0	moderate	2
light	56	disease	0	moderate	2
light	57	WT	0	moderate	2
light	57	disease	0	moderate	2
light	58	WT	0	moderate	2
light	58	disease	0	moderate	2
light	59	WT	0	moderate	2
light	59	disease	0	moderate	2
dark	60	WT	7005.380982602118	moderate	2
dark	60	disease	4505.380982602118	moderate	2
dark	61	WT	5969.164868478479	moderate	2
dark	61	disease	3469.1648684784786	moderate	2
dark	62	WT	5079.8767666113845	moderate	2
dark	62	disease	2579.876766611385	moderate	2
dark	63	WT	6309.709088555656	moderate	2
dark	63	disease	3809.7090885556563	moderate	2
dark	64	WT	4853.06310562134	moderate	2
dark	64	disease	2353.0631056213397	moderate	2
dark	65	WT	5381.211480536013	moderate	2
dark	65	disease	2881.211480536013	moderate	2
dark	66	WT	3141.5212968235905	moderate	2
dark	66	disease	641.5212968235905	moderate	2
dark	67	WT	2068.28949578735	moderate	2
dark	67	disease	-431.7105042126501	moderate	2
dark	68	WT	2103.703547436679	moderate	2
dark	68	disease	-396.29645256332094	moderate	2
dark	69	WT	2879.615609033466	moderate	2
dark	69	disease	379.61560903346594	moderate	2
light	70	WT	0	moderate	2
light	70	disease	0	moderate	2
light	71	WT	0	moderate	2
light	71	disease	0	moderate	2
light	72	WT	0	moderate	2
light	72	disease	0	moderate	2
light	73	WT	0	moderate	2
light	73	disease	0	moderate	2
light	74	WT	0	moderate	2
light	74	disease	0	moderate	2
light	75	WT	0	moderate	2
light	75	disease	0	moderate	2
light	76	WT	0	moderate	2
light	76	disease	0	moderate	2
light	77	WT	0	moderate	2
light	77	disease	0	moderate	2
light	78	WT	0	moderate	2
light	78	disease	0	moderate	2
light	79	WT	0	moderate	2
light	79	disease	0	moderate	2
dark	80	WT	6794.046109800039	moderate	2
dark	80	disease	4294.046109800039	moderate	2
dark	81	WT	4999.3352771275895	moderate	2
dark	81	disease	2499.3352771275895	moderate	2
dark	82	WT	5626.760591409028	moderate	2
dark	82	disease	3126.7605914090277	moderate	2
dark	83	WT	4967.10026526879	moderate	2
dark	83	disease	2467.1002652687903	moderate	2
dark	84	WT	5154.83138090916	moderate	2
dark	84	disease	2654.831380909159	moderate	2
dark	85	WT	4328.887051196947	moderate	2
dark	85	disease	1828.8870511969471	moderate	2
dark	86	WT	2415.4663837816265	moderate	2
dark	86	disease	-84.5336162183736	moderate	2
dark	87	WT	2224.609283740761	moderate	2
dark	87	disease	-275.390716259239	moderate	2
dark	88	WT	3226.0829084299116	moderate	2
dark	88	disease	726.0829084299114	moderate	2
dark	89	WT	1121.1191329894514	moderate	2
dark	89	disease	-1378.8808670105486	moderate	2
acclimation	0	WT	4082.9898532625452	high	2
acclimation	0	disease	1582.9898532625452	high	2
acclimation	1	WT	4682.631241514673	high	2
acclimation	1	disease	2182.6312415146726	high	2
acclimation	2	WT	2825.866652016714	high	2
acclimation	2	disease	325.86665201671406	high	2
acclimation	3	WT	4337.940825780658	high	2
acclimation	3	disease	1837.9408257806579	high	2
acclimation	4	WT	4099.940688084621	high	2
acclimation	4	disease	1599.9406880846213	high	2
acclimation	5	WT	3559.116951925198	high	2
acclimation	5	disease	1059.116951925198	high	2
acclimation	6	WT	5920.118340465474	high	2
acclimation	6	disease	3420.118340465474	high	2
acclimation	7	WT	4765.121913540128	high	2
acclimation	7	disease	2265.121913540128	high	2
acclimation	8	WT	4921.204813377516	high	2
acclimation	8	disease	2421.204813377516	high	2
acclimation	9	WT	5130.617541214583	high	2
acclimation	9	disease	2630.617541214583	high	2
acclimation	10	WT	3796.930292732303	high	2
acclimation	10	disease	1296.9302927323029	high	2
acclimation	11	WT	4085.382385634972	high	2
acclimation	11	disease	1585.382385634972	high	2
acclimation	12	WT	4427.557444649116	high	2
acclimation	12	disease	1927.5574446491164	high	2
acclimation	13	WT	2803.8405114721127	high	2
acclimation	13	disease	303.84051147211267	high	2
acclimation	14	WT	5441.337434226311	high	2
acclimation	14	disease	2941.3374342263114	high	2
acclimation	15	WT	4559.159512141014	high	2
acclimation	15	disease	2059.1595121410132	high	2
acclimation	16	WT	5008.40385799001	high	2
acclimation	16	disease	2508.4038579900093	high	2
acclimation	17	WT	4160.481287898069	high	2
acclimation	17	disease	1660.481287898069	high	2
acclimation	18	WT	5953.514941199712	high	2
acclimation	18	disease	3453.5149411997118	high	2
acclimation	19	WT	3695.5425447258417	high	2
acclimation	19	disease	1195.5425447258417	high	2
dark	20	WT	6450.533125431381	high	2
dark	20	disease	3950.5331254313814	high	2
dark	21	WT	5582.993517796239	high	2
dark	21	disease	3082.993517796239	high	2
dark	22	WT	5077.162963971602	high	2
dark	22	disease	2577.162963971602	high	2
dark	23	WT	4687.778805480895	high	2
dark	23	disease	2187.7788054808952	high	2
dark	24	WT	4360.284092368168	high	2
dark	24	disease	1860.2840923681679	high	2
dark	25	WT	5210.240271284984	high	2
dark	25	disease	2710.2402712849844	high	2
dark	26	WT	5255.01141513889	high	2
dark	26	disease	2755.01141513889	high	2
dark	27	WT	5373.505363215987	high	2
dark	27	disease	2873.505363215987	high	2
dark	28	WT	3376.5522969887807	high	2
dark	28	disease	876.5522969887809	high	2
dark	29	WT	2964.8708856726853	high	2
dark	29	disease	464.8708856726853	high	2
light	30	WT	0	high	2
light	30	disease	0	high	2
light	31	WT	0	high	2
light	31	disease	0	high	2
light	32	WT	0	high	2
light	32	disease	0	high	2
light	33	WT	0	high	2
light	33	disease	0	high	2
light	34	WT	0	high	2
light	34	disease	0	high	2
light	35	WT	0	high	2
light	35	disease	0	high	2
light	36	WT	0	high	2
light	36	disease	0	high	2
light	37	WT	0	high	2
light	37	disease	0	high	2
light	38	WT	0	high	2
light	38	disease	0	high	2
light	39	WT	0	high	2
light	39	disease	0	high	2
dark	40	WT	7606.919452711432	high	2
dark	40	disease	5106.919452711432	high	2
dark	41	WT	5434.501810806288	high	2
dark	41	disease	2934.501810806288	high	2
dark	42	WT	4427.321758748772	high	2
dark	42	disease	1927.3217587487718	high	2
dark	43	WT	5864.764919982692	high	2
dark	43	disease	3364.764919982692	high	2
dark	44	WT	4886.824713641277	high	2
dark	44	disease	2386.824713641277	high	2
dark	45	WT	5727.431977512747	high	2
dark	45	disease	3227.4319775127474	high	2
dark	46	WT	3778.789184098435	high	2
dark	46	disease	1278.789184098435	high	2
dark	47	WT	3985.3814966706464	high	2
dark	47	disease	1485.3814966706464	high	2
dark	48	WT	2877.4585726720015	high	2
dark	48	disease	377.45857267200165	high	2
dark	49	WT	2979.2104600115267	high	2
dark	49	disease	479.2104600115267	high	2
light	50	WT	0	high	2
light	50	disease	0	high	2
light	51	WT	0	high	2
light	51	disease	0	high	2
light	52	WT	0	high	2
light	52	disease	0	high	2
light	53	WT	0	high	2
light	53	disease	0	high	2
light	54	WT	0	high	2
light	54	disease	0	high	2
light	55	WT	0	high	2
light	55	disease	0	high	2
light	56	WT	0	high	2
light	56	disease	0	high	2
light	57	WT	0	high	2
light	57	disease	0	high	2
light	58	WT	0	high	2
light	58	disease	0	high	2
light	59	WT	0	high	2
light	59	disease	0	high	2
dark	60	WT	5527.221727777707	high	2
dark	60	disease	3027.221727777707	high	2
dark	61	WT	4125.857438548239	high	2
dark	61	disease	1625.8574385482386	high	2
dark	62	WT	4247.4266916819115	high	2
dark	62	disease	1747.4266916819117	high	2
dark	63	WT	4829.558754021081	high	2
dark	63	disease	2329.558754021081	high	2
dark	64	WT	6053.4617253103925	high	2
dark	64	disease	3553.4617253103925	high	2
dark	65	WT	5252.2317253620595	high	2
dark	65	disease	2752.2317253620595	high	2
dark	66	WT	3268.9452382228287	high	2
dark	66	disease	768.945238222829	high	2
dark	67	WT	2224.5407707625304	high	2
dark	67	disease	-275.45922923746946	high	2
dark	68	WT	2125.3740916389015	high	2
dark	68	disease	-374.6259083610986	high	2
dark	69	WT	3111.2261106971214	high	2
dark	69	disease	611.2261106971212	high	2
light	70	WT	0	high	2
light	70	disease	0	high	2
light	71	WT	0	high	2
light	71	disease	0	high	2
light	72	WT	0	high	2
light	72	disease	0	high	2
light	73	WT	0	high	2
light	73	disease	0	high	2
light	74	WT	0	high	2
light	74	disease	0	high	2
light	75	WT	0	high	2
light	75	disease	0	high	2
light	76	WT	0	high	2
light	76	disease	0	high	2
light	77	WT	0	high	2
light	77	disease	0	high	2
light	78	WT	0	high	2
light	78	disease	0	high	2
light	79	WT	0	high	2
light	79	disease	0	high	2
dark	80	WT	6624.91316954453	high	2
dark	80	disease	4124.91316954453	high	2
dark	81	WT	4345.504702716846	high	2
dark	81	disease	1845.5047027168453	high	2
dark	82	WT	5919.381031129019	high	2
dark	82	disease	3419.3810311290185	high	2
dark	83	WT	6149.845468654209	high	2
dark	83	disease	3649.8454686542095	high	2
dark	84	WT	4973.52663664645	high	2
dark	84	disease	2473.52663664645	high	2
dark	85	WT	3223.6349821586386	high	2
dark	85	disease	723.6349821586384	high	2
dark	86	WT	2774.0058538433036	high	2
dark	86	disease	274.00585384330367	high	2
dark	87	WT	2499.731777634674	high	2
dark	87	disease	-0.2682223653261211	high	2
dark	88	WT	2010.2290331188335	high	2
dark	88	disease	-489.7709668811665	high	2
dark	89	WT	861.5899335797708	high	2
dark	89	disease	-1638.4100664202292	high	2
acclimation	0	WT	4583.952815676987	low	3
acclimation	0	disease	2083.952815676986	low	3
acclimation	1	WT	5230.740938801339	low	3
acclimation	1	disease	2730.7409388013393	low	3
acclimation	2	WT	3860.6794910023154	low	3
acclimation	2	disease	1360.6794910023154	low	3
acclimation	3	WT	4936.993178241817	low	3
acclimation	3	disease	2436.993178241817	low	3
acclimation	4	WT	4120.565616903456	low	3
acclimation	4	disease	1620.5656169034564	low	3
acclimation	5	WT	3881.5895214722186	low	3
acclimation	5	disease	1381.5895214722188	low	3
acclimation	6	WT	4033.5476224740178	low	3
acclimation	6	disease	1533.5476224740175	low	3
acclimation	7	WT	2950.0652440518315	low	3
acclimation	7	disease	450.0652440518313	low	3
acclimation	8	WT	4392.777976841113	low	3
acclimation	8	disease	1892.7779768411128	low	3
acclimation	9	WT	4328.8108653755835	low	3
acclimation	9	disease	1828.8108653755837	low	3
acclimation	10	WT	3956.4945886366027	low	3
acclimation	10	disease	1456.4945886366024	low	3
acclimation	11	WT	4771.292019878334	low	3
acclimation	11	disease	2271.2920198783336	low	3
acclimation	12	WT	5363.517818744293	low	3
acclimation	12	disease	2863.517818744294	low	3
acclimation	13	WT	3747.0398613410434	low	3
acclimation	13	disease	1247.0398613410434	low	3
acclimation	14	WT	3949.2481163521197	low	3
acclimation	14	disease	1449.24811635212	low	3
acclimation	15	WT	4964.624894690019	low	3
acclimation	15	disease	2464.624894690018	low	3
acclimation	16	WT	5331.469918645823	low	3
acclimation	16	disease	2831.469918645823	low	3
acclimation	17	WT	3429.220791454837	low	3
acclimation	17	disease	929.2207914548372	low	3
acclimation	18	WT	3886.694630712902	low	3
acclimation	18	disease	1386.694630712902	low	3
acclimation	19	WT	3676.6327216960663	low	3
acclimation	19	disease	1176.6327216960663	low	3
dark	20	WT	6830.72134041381	low	3
dark	20	disease	4330.72134041381	low	3
dark	21	WT	5767.304454500061	low	3
dark	21	disease	3267.3044545000607	low	3
dark	22	WT	5417.874203286274	low	3
dark	22	disease	2917.8742032862738	low	3
dark	23	WT	4425.6854788361325	low	3
dark	23	disease	1925.685478836132	low	3
dark	24	WT	5133.799801888216	low	3
dark	24	disease	2633.7998018882167	low	3
dark	25	WT	5178.121872286643	low	3
dark	25	disease	2678.121872286644	low	3
dark	26	WT	5111.023178984638	low	3
dark	26	disease	2611.0231789846384	low	3
dark	27	WT	3850.6569385413145	low	3
dark	27	disease	1350.6569385413145	low	3
dark	28	WT	2694.6273702424887	low	3
dark	28	disease	194.62737024248867	low	3
dark	29	WT	2334.8183337296023	low	3
dark	29	disease	-165.1816662703976	low	3
light	30	WT	0	low	3
light	30	disease	0	low	3
light	31	WT	0	low	3
light	31	disease	0	low	3
light	32	WT	0	low	3
light	32	disease	0	low	3
light	33	WT	0	low	3
light	33	disease	0	low	3
light	34	WT	0	low	3
light	34	disease	0	low	3
light	35	WT	0	low	3
light	35	disease	0	low	3
light	36	WT	0	low	3
light	36	disease	0	low	3
light	37	WT	0	low	3
light	37	disease	0	low	3
light	38	WT	0	low	3
light	38	disease	0	low	3
light	39	WT	0	low	3
light	39	disease	0	low	3
dark	40	WT	6588.719503353115	low	3
dark	40	disease	4088.719503353115	low	3
dark	41	WT	5688.847135651323	low	3
dark	41	disease	3188.847135651323	low	3
dark	42	WT	5315.6957413950595	low	3
dark	42	disease	2815.695741395059	low	3
dark	43	WT	4498.928511481146	low	3
dark	43	disease	1998.9285114811469	low	3
dark	44	WT	5071.15708595353	low	3
dark	44	disease	2571.1570859535304	low	3
dark	45	WT	5403.747070623935	low	3
dark	45	disease	2903.7470706239346	low	3
dark	46	WT	4612.411593798484	low	3
dark	46	disease	2112.411593798484	low	3
dark	47	WT	3169.2597466444336	low	3
dark	47	disease	669.2597466444336	low	3
dark	48	WT	2160.8263741667483	low	3
dark	48	disease	-339.1736258332515	low	3
dark	49	WT	2085.074085525838	low	3
dark	49	disease	-414.92591447416174	low	3
light	50	WT	0	low	3
light	50	disease	0	low	3
light	51	WT	0	low	3
light	51	disease	0	low	3
light	52	WT	0	low	3
light	52	disease	0	low	3
light	53	WT	0	low	3
light	53	disease	0	low	3
light	54	WT	0	low	3
light	54	disease	0	low	3
light	55	WT	0	low	3
light	55	disease	0	low	3
light	56	WT	0	low	3
light	56	disease	0	low	3
light	57	WT	0	low	3
light	57	disease	0	low	3
light	58	WT	0	low	3
light	58	disease	0	low	3
light	59	WT	0	low	3
light	59	disease	0	low	3
dark	60	WT	6653.510891149734	low	3
dark	60	disease	4153.510891149734	low	3
dark	61	WT	5770.696915339828	low	3
dark	61	disease	3270.6969153398277	low	3
dark	62	WT	5826.078580008305	low	3
dark	62	disease	3326.078580008305	low	3
dark	63	WT	5579.304942344882	low	3
dark	63	disease	3079.3049423448824	low	3
dark	64	WT	5546.8071185666095	low	3
dark	64	disease	3046.8071185666095	low	3
dark	65	WT	4790.526842743308	low	3
dark	65	disease	2290.526842743309	low	3
dark	66	WT	3888.6720643219574	low	3
dark	66	disease	1388.6720643219576	low	3
dark	67	WT	2346.721039048292	low	3
dark	67	disease	-153.27896095170792	low	3
dark	68	WT	2468.24616599364	low	3
dark	68	disease	-31.753834006360044	low	3
dark	69	WT	2673.8107874108105	low	3
dark	69	disease	173.8107874108103	low	3
light	70	WT	0	low	3
light	70	disease	0	low	3
light	71	WT	0	low	3
light	71	disease	0	low	3
light	72	WT	0	low	3
light	72	disease	0	low	3
light	73	WT	0	low	3
light	73	disease	0	low	3
light	74	WT	0	low	3
light	74	disease	0	low	3
light	75	WT	0	low	3
light	75	disease	0	low	3
light	76	WT	0	low	3
light	76	disease	0	low	3
light	77	WT	0	low	3
light	77	disease	0	low	3
light	78	WT	0	low	3
light	78	disease	0	low	3
light	79	WT	0	low	3
light	79	disease	0	low	3
dark	80	WT	5868.170208014559	low	3
dark	80	disease	3368.1702080145583	low	3
dark	81	WT	5520.064932713823	low	3
dark	81	disease	3020.0649327138226	low	3
dark	82	WT	4835.26602292147	low	3
dark	82	disease	2335.26602292147	low	3
dark	83	WT	5210.394735828229	low	3
dark	83	disease	2710.3947358282294	low	3
dark	84	WT	4729.63094968401	low	3
dark	84	disease	2229.630949684011	low	3
dark	85	WT	3634.6522980516697	low	3
dark	85	disease	1134.65229805167	low	3
dark	86	WT	2637.147367788115	low	3
